uid,school_education,graduation_1,graduation_2,graduation_3,graduation_4,graduation_5,graduation_6,graduation_7
4964,,,,,,,,
4970,,,,,,,,
4839,,,,,,,,
5199,,,,,,,,
4885,,,,,,,,
5014,,,,,,,,
4923,,,,,,,,
5188,,,,,,,,
4867,,,,,,,,
5237,,,,,,,,
4992,,,,,,,,
5289,,,,,,,,
5191,,,,,,,,
5083,,,,,,,,
50050,2007,,,,,,,
5232,,,,,,,,
5035,,,,,,,,
4768,,,,,,,,
72836,2018,,,,,,,
5074,,,,,,,,
5126,,,,,,,,
5150,,,,,,,,
5211,,,,,,,,
5253,,,,,,,,
5040,,,,,,,,
4846,,,,,,,,
93065,,,,,,2011,,
5192,,,,,,,,
4860,,,,,,,,
89607,2020,,,,,,,
5176,,,,,,,,
5090,,,,,,,,
4884,,,,,,,,
5264,,,,,,,,
4981,,,,,,,,
5343,,,,,,,,
5137,,,,,,,,
89737,2003,,,,,,,
5062,,,,,,,,
5227,,,,,,,,
5064,,,,,,,,
71800,1974,,,,,,,
48295,2002,,,,,2008,,
4880,,,,,,,,
4999,,,,,,,,
4777,,,,,,,,
5133,,,,,,,,
89058,1993,,,,,,,
4780,,,,,,,,
5050,,,,,,,,
5196,,,,,,,,
19942,,,,,,2004,,
115795,2018,,,,,,,
5080,,,,,,,,
5338,,,,,,,,
4807,,,,,,,,
5111,,,,,,,,
5202,,,,,,,,
94579,1980,,,,,,,
4758,,,,,,,,
106437,1997,,,,,,,
9913,2001,,,,,,,
71393,1971,,,,,,,
5178,,,,,,,,
5044,,,,,,,,
5141,,,,,,,,
5296,,,,,,,,
4763,,,,,,,,
4932,,,,,,,,
4784,,,,,,,,
94935,,,,,,,2019,
6089,2003,,,,,,,
4982,,,,,,,,
37979,2016,,,,,,,
4950,,,,,,,,
95350,2003,,,,,2008,,
4779,,,,,,,,
5361,,,,,,,,
7180,1999,,,,,,,
5347,,,,,,,,
4874,,,,,,,,
5069,,,,,,,,
5027,,,,,,,,
41383,,,2005,,,,,
4766,,,,,,,,
101842,1998,,,,,,,
4821,,,,,,,,
4793,,,,,,,,
118415,2002,,,,,,,
5183,,,,,,,,
5144,,,,,,,,
5147,,,,,,,,
4817,,,,,,,,
5324,,,,,,,,
5059,,,,,,,,
81533,2011,,,,,,,
29570,1987,,,,,,,
63789,2019,,,,,,,
5234,,,,,,,,
5043,,,,,,,,
4954,,,,,,,,
5155,,,,,,,,
21462,2020,,,,,,,
4951,,,,,,,,
41396,1991,,,,,2000,,
4816,,,,,,,,
5193,,,,,,,,
5285,,,,,,,,
4945,,,,,,,,
5260,,,,,,,,
146,2011,,,,,,,
5023,,,,,,,,
5345,,,,,,,,
50285,,,,,,2007,,
5250,,,,,,,,
4830,,,,,,,,
5294,,,,,,,,
73219,2012,,,,,,,
90616,2008,,,,,,,
4942,,,,,,,,
80840,2005,,,,,,,
5031,,,,,,,,
16490,2011,,,,,,,
4957,,,,,,,,
44864,1997,,,,,,,
4854,,,,,,,,
5293,,,,,,,,
101936,2003,,,,,,,
5283,,,,,,,,
61056,2008,,2013,,,,,
4911,,,,,,,,
4953,,,,,,,,
5204,,,,,,,,
4925,,,,,,,,
4887,,,,,,,,
5139,,,,,,,,
63195,1981,,,,,,,
5162,,,,,,,,
5298,,,,,,,,
4834,,,,,,,,
4996,,,,,,,,
4753,,,,,,,,
5239,,,,,,,,
4765,,,,,,,,
1497,1996,,,,,,,
21081,2005,,,,,2009,,
5189,,,,,,,,
5106,,,,,,,,
66639,2014,,,,,2015,,
4851,,,,,,,,
5459,,,,,,,,
5778,,,,,,,,
5849,,,,,,,,
5804,,,,,,,,
5615,,,,,,,,
5592,,,,,,,,
113245,,,,,,2013,,
5522,,,,,,,,
24653,,,2012,,,,,
5939,,,,,,,,
5597,,,,,,,,
5714,,,,,,,,
5828,,,,,,,,
92114,2004,,,,,,2007,
74282,2008,,,,,,,
5763,,,,,,,,
69606,2000,,,,,,,
5865,,,,,,,,
5631,,,,,,,,
5707,,,,,,,,
5525,,,,,,,,
5861,,,,,,,,
31149,1998,,,,,2003,,
69780,2010,,,,,,,
80390,,,,,,1999,,
5921,,,,,,,,
5644,,,,,,,,
95284,1981,,,,,,,
118390,1996,,,,,,,
5383,,,,,,,,
72067,1979,,,,,,,
5698,,,,,,,,
5862,,,,,,,,
5776,,,,,,,,
19229,1995,,,,,,,
74092,2024,,,,,,,
5913,,,,,,,,
86906,2004,,,,,,,
5762,,,,,,,,
5795,,,,,,,,
5364,,,,,,,,
51972,2002,,,,,,,
22445,2011,,,,,,2015,
5780,,,,,,,,
5844,,,,,,,,
75789,2003,,,,,,,
81305,1991,,,,,2009,,
5695,,,,,,,,
5740,,,,,,,,
5557,,,,,,,,
52523,2022,,,,,,,
5511,,,,,,,,
5806,,,,,,,,
5565,,,,,,,,
5422,,,,,,,,
5488,,,,,,,,
5587,,,,,,,,
5484,,,,,,,,
5470,,,,,,,,
5677,,,,,,,,
5801,,,,,,,,
5581,,,,,,,,
5490,,,,,,,,
33022,2010,,,,,,,
73814,2005,,,,,,,
5574,,,,,,,,
5534,,,,,,,,
5651,,,,,,,,
5783,,,,,,,,
5515,,,,,,,,
5886,,,,,,,,
92240,2011,,,2014,,,,
5928,,,,,,,,
5841,,,,,,,,
5630,,,,,,,,
5504,,,,,,,,
5575,,,,,,,,
5761,,,,,,,,
5537,,,,,,,,
5396,,,,,,,,
5449,,,,,,,,
5400,,,,,,,,
45403,1974,,,,,,,
64877,,,2010,,,,,
328,2010,,,,,,,
5814,,,,,,,,
5590,,,,,,,,
5375,,,,,,,,
111209,2006,,,,,,,
5480,,,,,,,,
40853,2013,,,,,,,
5926,,,,,,,,
28331,1997,,,,,,,2002
5757,,,,,,,,
81701,2006,,2012,,,,,
5526,,,,,,,,
5548,,,,,,,,
5445,,,,,,,,
62814,2004,,,,,2009,,
5733,,,,,,,,
5444,,,,,,,,
5523,,,,,,,,
5585,,,,,,,,
5577,,,,,,,,
5680,,,,,,,,
70150,2017,,,,,,,
5589,,,,,,,,
5579,,,,,,,,
5435,,,,,,,,
18811,,,,,,,2011,
19817,1977,,,,,,,
93184,2005,,2010,,,,,
5798,,,,,,,,
5879,,,,,,,,
5788,,,,,,,,
5440,,,,,,,,
5934,,,,,,,,
5826,,,,,,,,
39232,1965,,,,,,,
5507,,,,,,,,
5569,,,,,,,,
5821,,,,,,,,
5854,,,,,,,,
116264,2003,,2012,,,,,
80583,2007,,,,,,,
5860,,,,,,,,
5410,,,,,,,,
22437,1997,,2004,,,,,
5448,,,,,,,,
115287,2000,,,,,2008,,
5601,,,,,,,,
5510,,,,,,,,
5389,,,,,,,,
25025,,,2014,,,,,
5732,,,,,,,,
53322,1997,,,,,,,
5819,,,,,,,,
116224,1991,,,,,,,2007
5840,,,,,,,,
5716,,,,,,,,
5684,,,,,,,,
5542,,,,,,,,
5602,,,,,,,,
106404,2007,,,,,,,
5416,,,,,,,,
5374,,,,,,,,
5536,,,,,,,,
5551,,,,,,,,
5995,,,,,,,,
6018,,,,,,,,
6007,,,,,,,,
6154,,,,,,,,
81210,2006,,,,,,,2010
6386,,,,,,,,
65358,1996,,,,,,,
18279,,,,,,,2013,
59992,1995,,,,,,,
84709,2004,,,,,,,
6275,,,,,,,,
34781,1967,,,,,1971,,
5,2000,,,,,,,
12682,2008,,,,,,,
6251,,,,,,,,
6492,,,,,,,,
6071,,,,,,,,
11519,,,2013,,,,,
6065,,,,,,,,
6102,,,,,,,,
5987,,,,,,,,
6207,,,,,,,,
94034,2007,,,,,,,
6205,,,,,,,,
85584,2004,,,,,,,
6283,,,,,,,,
6358,,,,,,,,
6028,,,,,,,,
6537,,,,,,,,
5993,,,,,,,,
99294,2005,,,,,,,
6491,,,,,,,,
6323,,,,,,,,
6008,,,,,,,,
13210,2001,,,,,2009,,
6100,,,,,,,,
17305,2019,,,,,,,
6212,,,,,,,,
6035,,,,,,,,
6256,,,,,,,,
6422,,,,,,,,
97297,,,,,,2008,,
6452,,,,,,,,
6149,,,,,,,,
6361,,,,,,,,
6525,,,,,,,,
6507,,,,,,,,
6446,,,,,,,,
6051,,,,,,,,
26157,2019,,,,,,,
6203,,,,,,,,
6389,,,,,,,,
6040,,,,,,,,
109621,2009,,,,,,,
107840,2006,,,,,,,
6058,,,,,,,,
6199,,,,,,,,
6298,,,,,,,,
6393,,,,,,,,
6254,,,,,,,,
6123,,,,,,,,
6134,,,,,,,,
6490,,,,,,,,
5998,,,,,,,,
6135,,,,,,,,
6357,,,,,,,,
6041,,,,,,,,
6082,,,,,,,,
37922,2018,,,,,,,
6338,,,,,,,,
6191,,,,,,,,
6480,,,,,,,,
6289,,,,,,,,
100332,1987,,,,,,,
6178,,,,,,,,
6285,,,,,,,,
63585,1998,,,,,,,
2856,1985,,,,,,,
6139,,,,,,,,
6505,,,,,,,,
6137,,,,,,,,
6332,,,,,,,,
6019,,,,,,,,
6444,,,,,,,,
6529,,,,,,,,
45523,1977,,,,,,,
6221,,,,,,,,
6468,,,,,,,,
6034,,,,,,,,
6195,,,,,,,,
6180,,,,,,,,
6273,,,,,,,,
6141,,,,,,,,
76447,1977,,,,,,,
6307,,,,,,,,
6310,,,,,,,,
6216,,,,,,,,
44643,2011,,,,,,,
6057,,,,,,,,
6267,,,,,,,,
109642,1999,,,,,,,
6217,,,,,,,,
5964,,,,,,,,
34590,2025,,,,,,,
6090,,,,,,,,
4579,2008,,,2014,,,,
6354,,,,,,,,
92317,2019,,,,,,,
34321,2010,,2015,,,,,
48529,2005,,,,,2009,,
6016,,,,,,,,
6157,,,,,,,,
6313,,,,,,,,
6280,,,,,,,,
6494,,,,,,,,
41044,2005,,,,,,,
6392,,,,,,,,
6402,,,,,,,,
6174,,,,,,,,
6175,,,,,,,,
6206,,,,,,,,
52660,2008,,2012,,,,,
6487,,,,,,,,
6348,,,,,,,,
6121,,,,,,,,
72954,1979,,,,,,,
6359,,,,,,,,
69846,1996,,,,,,,
6405,,,,,,,,
6409,,,,,,,,
6406,,,,,,,,
6244,,,,,,,,
85236,1991,,,,,,,
9629,1998,,,,,,,
6377,,,,,,,,
6398,,,,,,,,
6371,,,,,,,,
6399,,,,,,,,
40936,1973,,,,,,,
96208,2012,,,,,,,
6789,,,,,,,,
6969,,,,,,,,
45324,1997,,,,,,,
6781,,,,,,,,
110368,2000,,,,,,,
18169,2003,,,,,,,
6988,,,,,,,,
6686,,,,,,,,
47148,2003,,,,,,,
6757,,,,,,,,
7043,,,,,,,,
6567,,,,,,,,
6858,,,,,,,,
53437,,,2016,,,,,
59553,2019,,,,,,,
7082,,,,,,,,
6562,,,,,,,,
59744,2001,,,,,,,
6719,,,,,,,,
117088,1978,,,,,1983,,
55368,1995,,,,,,,
82178,2013,,,,,,,
56403,2008,,,2013,,,,
6775,,,,,,,,
7057,,,,,,,,
6976,,,,,,,,
7103,,,,,,,,
6738,,,,,,,,
6985,,,,,,,,
6996,,,,,,,,
6851,,,,,,,,
115454,2009,,,,,,,
6907,,,,,,,,
6578,,,,,,,,
71760,,,,2014,,,,
80888,1995,,,,,,,
106323,1979,,,,,,,
6852,,,,,,,,
6652,,,,,,,,
6559,,,,,,,,
6930,,,,,,,,
7003,,,,,,,,
6544,,,,,,,,
6636,,,,,,,,
6937,,,,,,,,
6877,,,,,,,,
6773,,,,,,,,
6961,,,,,,,,
6850,,,,,,,,
6661,,,,,,,,
6997,,,,,,,,
53925,2024,,,,,,,
6583,,,,,,,,
6780,,,,,,,,
6813,,,,,,,,
6581,,,,,,,,
6837,,,,,,,,
6690,,,,,,,,
6647,,,,,,,,
6974,,,,,,,,
7143,,,,,,,,
6736,,,,,,,,
6670,,,,,,,,
6915,,,,,,,,
6876,,,,,,,,
32740,2008,,,,,,,
31963,2005,,,,,,,
80513,2017,,,,,,,
6587,,,,,,,,
7117,,,,,,,,
7134,,,,,,,,
30183,2025,,,,,,,
6650,,,,,,,,
6975,,,,,,,,
59361,2004,,,,,,,
7069,,,,,,,,
13541,2005,,2010,,,,,
40432,2019,,,,,,,
7135,,,,,,,,
46391,,,,,,1984,,
7090,,,,,,,,
7126,,,,,,,,
6841,,,,,,,,
7011,,,,,,,,
6926,,,,,,,,
6549,,,,,,,,
7078,,,,,,,,
7001,,,,,,,,
7106,,,,,,,,
6908,,,,,,,,
6585,,,,,,,,
6688,,,,,,,,
6557,,,,,,,,
34985,2001,,,,,,,
6828,,,,,,,,
6548,,,,,,,,
6873,,,,,,,,
6608,,,,,,,,
6980,,,,,,,,
6894,,,,,,,,
12811,2006,,,2010,,,,
3475,2011,,,,,,,
29891,2000,,,,,,,
7112,,,,,,,,
6730,,,,,,,,
100061,2007,,,2010,,,,
6552,,,,,,,,
23666,2008,,,,,,,
50836,2000,,,,,,,
94627,2006,,,,,,,
6861,,,,,,,,
6766,,,,,,,,
6785,,,,,,,,
6619,,,,,,,,
6812,,,,,,,,
6623,,,,,,,,
51515,2021,,,,,,,
15249,1986,,,,,,,
119356,2002,,,,,,,
6817,,,,,,,,
7131,,,,,,,,
6614,,,,,,,,
72688,,,2006,,,,,
6575,,,,,,,,
6984,,,,,,,,
6765,,,,,,,,
94842,1991,,,,,,,
6673,,,,,,,,
48811,1985,,,,,,,
7075,,,,,,,,
11853,1976,,,,,,,
6810,,,,,,,,
94092,2004,,,,,,,
6610,,,,,,,,
44961,2007,,2012,,,,,
7087,,,,,,,,
110851,1991,,,,,,,
7071,,,,,,,,
44057,2002,,,,,,,
7677,,,,,,,,
7219,,,,,,,,
7259,,,,,,,,
7722,,,,,,,,
7759,,,,,,,,
7368,,,,,,,,
7480,,,,,,,,
7289,,,,,,,,
12411,1995,,2000,,,,,
80405,2003,,,,,2008,,
7359,,,,,,,,
7613,,,,,,,,
7691,,,,,,,,
7213,,,,,,,,
7660,,,,,,,,
7332,,,,,,,,
47831,2005,,,,,2008,,2012
4175,1980,,,,,,,
7733,,,,,,,,
47450,2011,,,,,,,
7609,,,,,,,,
7536,,,,,,,,
7398,,,,,,,,
57088,,,,,,2009,,
78587,2010,,2015,,,,,
7396,,,,,,,,
7636,,,,,,,,
7564,,,,,,,,
7502,,,,,,,,
7581,,,,,,,,
7612,,,,,,,,
17693,,,,,,2002,,
5077,2007,,,,,,,
7475,,,,,,,,
7572,,,,,,,,
42139,2008,,,,,2013,,
7182,,,,,,,,
7201,,,,,,,,
98571,2008,,2013,,,,,
7580,,,,,,,,
34643,2010,,,,,,,
7591,,,,,,,,
7271,,,,,,,,
7648,,,,,,,,
7510,,,,,,,,
57882,1994,,,,,2003,,
78581,2021,,,,,,,
7329,,,,,,,,
7419,,,,,,,,
51989,1994,,,,,,,
7493,,,,,,,,
8135,2005,,,,,,,
7322,,,,,,,,
7672,,,,,,,,
7633,,,,,,,,
7164,,,,,,,,
7772,,,,,,,,
7330,,,,,,,,
15358,2020,,,,,,,
7598,,,,,,,,
7729,,,,,,,,
27466,2006,,2011,,,,,
7314,,,,,,,,
56947,2019,,,,,,,
7441,,,,,,,,
7325,,,,,,,,
7705,,,,,,,,
7151,,,,,,,,
7556,,,,,,,,
7532,,,,,,,,
7711,,,,,,,,
7225,,,,,,,,
7751,,,,,,,,
7150,,,,,,,,
7466,,,,,,,,
34190,1987,,,,,,,
10974,2016,,,,,,,
7348,,,,,,,,
22176,,,,,,1985,,
7467,,,,,,,,
7455,,,,,,,,
7250,,,,,,,,
7712,,,,,,,,
7698,,,,,,,,
73841,1991,,,,,2004,,
14417,1991,,,,,,,
7457,,,,,,,,
7434,,,,,,,,
7199,,,,,,,,
73939,2024,,,,,,,
7390,,,,,,,,
14080,2007,,,,,,,
7288,,,,,,,,
7440,,,,,,,,
7304,,,,,,,,
7680,,,,,,,,
49123,1994,,,,,,,
45167,2006,,,,,,,
7534,,,,,,,,
7338,,,,,,,,
7162,,,,,,,,
53595,2007,,2012,,,,,
89709,1984,,,,,,,
7543,,,,,,,,
7393,,,,,,,,
7297,,,,,,,,
47468,2000,,,,,,,
7775,,,,,,,,
7355,,,,,,,,
69454,1995,,,,,,,
73957,1983,,,,,,,
7726,,,,,,,,
85369,2007,,,,,,,
7381,,,,,,,,
7409,,,,,,,,
7476,,,,,,,,
7264,,,,,,,,
7484,,,,,,,,
7327,,,,,,,,
44556,2024,,,,,,,
96664,2004,,,,,,,
7306,,,,,,,,
7425,,,,,,,,
7597,,,,,,,,
7624,,,,,,,,
77504,2006,,,,,,,
7731,,,,,,,,
7346,,,,,,,,
7570,,,,,,,,
7382,,,,,,,,
7727,,,,,,,,
117266,2006,,,2010,,,,
85579,2005,,,,,,,
7516,,,,,,,,
7269,,,,,,,,
28436,1980,,,,,,,
7154,,,,,,,,
81209,1992,,,,,,,
114206,1982,,,,,,2011,
109314,2022,,,,,,,
8373,,,,,,,,
7919,,,,,,,,
8189,,,,,,,,
8167,,,,,,,,
7929,,,,,,,,
8341,,,,,,,,
7922,,,,,,,,
8326,,,,,,,,
8140,,,,,,,,
65619,2001,,,,,,,
81568,2011,,,,,,2014,
8279,,,,,,,,
8204,,,,,,,,
7794,,,,,,,,
8141,,,,,,,,
8149,,,,,,,,
7859,,,,,,,,
8008,,,,,,,,
8282,,,,,,,,
82150,2004,,2011,,,2016,,
7865,,,,,,,,
7828,,,,,,,,
8339,,,,,,,,
57309,2006,,,,,,,
7915,,,,,,,,
8042,,,,,,,,
7780,,,,,,,,
7808,,,,,,,,
8231,,,,,,,,
7905,,,,,,,,
8312,,,,,,,,
8280,,,,,,,,
7792,,,,,,,,
8071,,,,,,,,
8302,,,,,,,,
77349,1983,,,,,,,
91626,1997,,,,,,,
8318,,,,,,,,
7945,,,,,,,,
48143,2008,,,,,,,
8095,,,,,,,,
7797,,,,,,,,
7962,,,,,,,,
7976,,,,,,,,
7894,,,,,,,,
117031,1996,,,,,2003,,
101175,1988,,,,,,,
86493,2009,,,,,,,
7933,,,,,,,,
8012,,,,,,,,
18289,,,2013,,,,,
8132,,,,,,,,
78113,2006,,2012,,,,,
8015,,,,,,,,
109120,2013,,,,,,,
8358,,,,,,,,
8205,,,,,,,,
8038,,,,,,,,
7822,,,,,,,,
24085,2010,,,,,2013,,
8150,,,,,,,,
8064,,,,,,,,
8295,,,,,,,,
8182,,,,,,,,
8250,,,,,,,,
8381,,,,,,,,
7888,,,,,,,,
7839,,,,,,,,
112027,1998,,2012,,,,,
8020,,,,,,,,
104383,,,,,,2009,,
8146,,,,,,,,
8022,,,,,,,,
10692,,,,,,2002,,
8216,,,,,,,,
7939,,,,,,,,
8027,,,,,,,,
8244,,,,,,,,
8319,,,,,,,,
7824,,,,,,,,
7783,,,,,,,,
54530,1968,,,,,,,
8069,2003,,2009,,,,,
7838,,,,,,,,
12555,,,,,,2013,,
7855,,,,,,,,
30655,2025,,,,,,,
8102,,,,,,,,
8023,,,,,,,,
8372,,,,,,,,
8249,,,,,,,,
8128,,,,,,,,
7967,,,,,,,,
14975,2009,,,,,,,
65495,1988,,,,,,,
8054,,,,,,,,
25567,1981,,,,,,,
8133,,,,,,,,
8195,,,,,,,,
8005,,,,,,,,
7827,,,,,,,,
7845,,,,,,,,
7858,,,,,,,,
59974,1997,,,,,2010,,
7995,,,,,,,,
104225,2006,,,,,,,
7911,,,,,,,,
8350,,,,,,,,
8238,,,,,,,,
8286,,,,,,,,
8395,,,,,,,,
8162,,,,,,,,
105803,1999,,,,,,,
8083,,,,,,,,
100904,1979,,,,,,,
21226,2010,,,,,,,
7895,,,,,,,,
8209,,,,,,,,
8304,,,,,,,,
7969,,,,,,,,
116501,1987,,,,,,,
8387,,,,,,,,
7785,,,,,,,,
7823,,,,,,,,
8155,,,,,,,,
8301,,,,,,,,
19775,2004,,,,,,,
8289,,,,,,,,
100157,2013,,,,,,,
5329,1968,,,,,,,
8283,,,,,,,,
9839,2005,,,,,,,
12084,1973,,,,,,,
8269,,,,,,,,
7868,,,,,,,,
8242,,,,,,,,
7763,2011,,,,,,,
7851,,,,,,,,
7914,,,,,,,,
83476,1997,,,,,,,
7953,,,,,,,,
8097,,,,,,,,
7904,,,,,,,,
8774,,,,,,,,
8459,,,,,,,,
110629,2003,,,,,2008,,
8419,,,,,,,,
8684,,,,,,,,
8696,,,,,,,,
8531,,,,,,,,
8970,,,,,,,,
87517,2004,,,,,2009,,
72293,2001,,,,,,,
8782,,,,,,,,
8728,,,,,,,,
19883,2006,,,,,,,
8686,,,,,,,,
8916,,,,,,,,
31073,1996,,,,,2001,,
8548,,,,,,,,
8427,,,,,,,,
8585,,,,,,,,
68144,1981,,2012,,,,,
8958,,,,,,,,
8482,,,,,,,,
67662,2016,,,,,,,
109489,1999,,,,,,,
16312,2010,,,,,,,
8487,,,,,,,,
8966,,,,,,,,
8960,,,,,,,,
8452,,,,,,,,
8540,,,,,,,,
13860,2008,,,,,,,
12341,1987,,,,,,,
67379,2005,,,,,,,
8977,,,,,,,,
8802,,,,,,,,
117346,2012,,,,,,,
8925,,,,,,,,
10697,1993,,,,,,,
8880,,,,,,,,
68410,1990,,,,,,,
59942,2010,,,,,,,
35766,2007,,,,,,2011,2013
8602,,,,,,,,
8953,,,,,,,,
8904,,,,,,,,
69669,2000,,,,,,,
8605,,,,,,,,
64406,1996,,,,,,,
8923,,,,,,,,
8573,,,,,,,,
8743,,,,,,,,
8610,,,,,,,,
59296,2004,,,,,,,
25571,2009,,,,,,,
41502,1987,,,,,,,
8400,,,,,,,,
8424,,,,,,,,
56214,,,,,,2010,,
8717,,,,,,,,
8762,,,,,,,,
8982,,,,,,,,
35633,,,,,,2007,,
8871,,,,,,,,
8554,,,,,,,,
8952,,,,,,,,
8829,,,,,,,,
8545,,,,,,,,
101189,2006,,,,,,,
7488,2011,,,,,,,
8423,,,,,,,,
8422,,,,,,,,
8949,,,,,,,,
64749,2008,,,,,,,
75282,2021,,,,,,,
21253,2007,,,,,,,
8896,,,,,,,,
8669,,,,,,,,
8845,,,,,,,,
8769,,,,,,,,
42785,2010,,,,,,,
8483,,,,,,,,
18365,1998,,,,,,,
8553,,,,,,,,
8665,,,,,,,,
8451,,,,,,,,
8414,,,,,,,,
3198,2023,,,,,,,
8607,,,,,,,,
8498,,,,,,,,
8940,,,,,,,,
8714,,,,,,,,
19941,2004,,,,,,,
8813,,,,,,,,
7707,2018,,,,,,,
56978,2001,,,,,,,
110833,1993,,,,,,,
77914,2006,,,,,,,
5593,1994,,,,,2001,,
8785,,,,,,,,
73670,2004,,,,,,,
8894,,,,,,,,
8726,,,,,,,,
8863,,,,,,,,
71281,,,,2017,,,,
8493,,,,,,,,
94024,1994,,,,,,,
8776,,,,,,,,
74661,2002,,,,,2009,,
62773,2008,,,,,,,
8844,,,,,,,,
8823,,,,,,,,
8418,,,,,,,,
94424,2002,,,,,2007,,
8640,,,,,,,,
91865,,,,,,2012,,
8775,,,,,,,,
75839,1996,,,,,,,
25082,2003,,,,,2008,,
87743,1978,,,,,,,
78881,2018,,,,,,,
8528,,,,,,,,
114640,2002,,,,,,,
8456,,,,,,,,
8855,,,,,,,,
8711,,,,,,,,
8524,,,,,,,,
97803,,,,,,2008,,
8876,,,,,,,,
8849,,,,,,,,
8786,,,,,,,,
8964,,,,,,,,
78053,1983,,,,,,,
8808,,,,,,,,
94878,2005,,,,,2008,,
64971,2002,,,,,,,
8502,,,,,,,,
8586,,,,,,,,
19131,2020,,,,,,,
35548,2020,,,,,,,
8631,,,,,,,,
8408,,,,,,,,
8846,,,,,,,,
90266,2010,,,,,,,
75283,2007,,2013,,,,,
50743,1999,,,,,,,
8689,,,,,,,,
8927,,,,,,,,
93362,2006,,2011,,,,,
8993,,,,,,,,
61040,2018,,,,,,,
8507,,,,,,,,
8994,,,,,,,,
8957,2007,,,,,,,
8912,,,,,,,,
8997,,,,,,,,
28183,1999,,,,,,,
8678,,,,,,,,
71892,,,,2017,,,,
2085,1994,,,,,1999,,
120011,2015,,,,,,,
9014,,,,,,,,
9142,,,,,,,,
9087,,,,,,,,
56601,1996,,,,,,,
42413,2002,,,,,,,
101311,2005,,,,,,,
9078,,,,,,,,
9228,,,,,,,,
9213,,,,,,,,
9284,,,,,,,,
9201,,,,,,,,
97038,1999,,,,,2008,,
9318,,,,,,,,
57831,2010,,,,,,,
9004,,,,,,,,
9418,,,,,,,,
9219,,,,,,,,
9147,,,,,,,,
9130,,,,,,,,
9249,,,,,,,,
82398,1969,,,,,,,
9218,,,,,,,,
28177,2003,,,,,,,
9157,,,,,,,,
74867,1994,,,,,,,
9076,,,,,,,,
9285,,,,,,,,
9400,,,,,,,,
9229,,,,,,,,
9554,,,,,,,,
24357,1988,,,,,,,
2788,2016,,,,,,,
4233,1996,,2010,,,,,
9071,,,,,,,,
9237,,,,,,,,
9453,,,,,,,,
9566,,,,,,,,
9504,,,,,,,,
9435,,,,,,,,
9057,,,,,,,,
9206,,,,,,,,
49255,2017,,,,,,,
9138,,,,,,,,
37368,2015,,,,,,,
9177,,,,,,,,
33998,1981,,,,,1986,,
9022,,,,,,,,
9168,,,,,,,,
9246,,,,,,,,
97976,2001,,,,,,,
9166,,,,,,,,
9427,,,,,,,,
44989,1972,,,,,1977,,
9140,,,,,,,,
9346,,,,,,,,
28659,1985,,,,,,,
9238,,,,,,,,
33977,1964,,,,,,,
9485,,,,,,,,
8578,2020,,,,,,,
96758,2015,,,,,,,
15638,2009,,,,,2013,,
14413,,,,,,2008,,
33069,1997,,,,,,,
96654,2016,,,,,,,
9204,,,,,,,,
9417,,,,,,,,
9069,,,,,,,,
9189,,,,,,,,
44748,2021,,,,,,,
9012,,,,,,,,
9026,,,,,,,,
9148,,,,,,,,
9491,,,,,,,,
9248,,,,,,,,
100263,,,,,2019,,2017,
9008,,,,,,,,
37945,1994,,,,,,,
9486,,,,,,,,
9484,,,,,,,,
9437,,,,,,,,
9530,,,,,,,,
66212,,,,,,,2011,
9516,,,,,,,,
45692,2005,,2008,,,,,
4590,2003,,,,,,,
9381,,,,,,,,
9015,,,,,,,,
86657,1997,,,,,,,
47240,2017,,,2022,,,,
9038,,,,,,,,
9541,,,,,,,,
9141,,,,,,,,
9395,,,,,,,,
9006,,,,,,,,
9025,,,,,,,,
77553,1997,,,,,2013,,
21486,1997,,,,,,,
9384,,,,,,,,
88308,1979,,,,,,,
9563,,,,,,,,
19691,1972,,,,,,,
9149,,,,,,,,
9506,,,,,,,,
28090,2004,,,,,,,
9497,,,,,,,,
9067,,,,,,,,
9520,,,,,,,,
9564,,,,,,,,
113602,,2018,,,,,,
9298,,,,,,,,
48237,1995,,,,,,,
9494,,,,,,,,
66342,2006,,,,,,,
75290,2018,,,,,,,
9163,,,,,,,,
9335,,,,,,,,
9405,,,,,,,,
40381,2004,,,,,2007,,
5255,,,,,,,,1981
9458,,,,,,,,
906,1986,,,,,,,
7030,2000,,,,,2006,,
115972,2020,,,,,,,
9576,,,,,,,,
65743,2011,,,,,,,
9024,,,,,,,,
9402,,,,,,,,
82096,2001,,2011,,,,,
116461,2002,,,,,,,
9013,,,,,,,,
9226,,,,,,,,
9118,,,,,,,,
9016,,,,,,,,
27520,1973,,,,,,,
9271,,,,,,,,
81660,2004,,,,,,,
9215,,,,,,,,
9332,,,,,,,,
9320,,,,,,,,
9403,,,,,,,,
78902,2019,,,,,,,
9116,,,,,,,,
9528,,,,,,,,
9002,,,,,,,,
9446,,,,,,,,
9477,,,,,,,,
81770,2003,,,,,,,
111783,2002,,,,,,,
66325,2000,,,,,,,
10899,2017,,,,,,,
4863,2000,,,,,2005,,
9512,,,,,,,,
57775,1999,,,,,,,
10118,,,,,,,,
9626,,,,,,,,
9827,,,,,,,,
10097,,,,,,,,
10161,,,,,,,,
82879,2001,,,,,,,
9935,,,,,,,,
5320,2021,,,,,,,
9917,,,,,,,,
9810,,,,,,,,
10134,,,,,,,,
82653,2005,,,,,,,
