uid,age,registered_year
56997,40,2010
31194,41,2014
22310,31,2014
77886,56,2014
96097,38,2019
41490,36,2012
104525,68,2019
65965,34,2010
17982,44,2011
30590,49,2014
35519,15,2020
103290,14,2011
92449,35,2010
65357,69,2015
113564,44,2012
42,24,2017
99059,19,2018
17356,28,2017
14394,32,2011
113005,45,2010
87012,34,2010
65966,63,2008
100261,32,2009
106939,32,2008
97918,17,2015
46970,22,2012
21690,19,2019
115887,19,2018
23515,19,2017
43846,28,2016
63637,20,2014
97350,41,2010
21692,26,2020
49313,14,2018
74896,32,2009
1209,37,2011
46971,46,2017
10236,19,2015
33072,43,2012
70158,29,2012
74897,37,2019
42666,22,2011
73712,50,2020
51665,30,2009
92450,32,2011
67156,14,2018
84560,35,2011
61201,34,2011
94941,47,2010
118933,34,2009
107544,28,2016
100907,34,2017
114111,24,2013
119518,21,2012
52796,17,2015
4177,26,2011
102125,65,2011
58184,32,2012
5987,19,2017
57576,39,2017
33074,15,2019
72496,36,2010
45118,26,2009
92451,40,2008
67157,36,2009
43277,35,2008
109965,29,2010
73714,16,2020
113566,49,2012
108784,21,2019
74294,45,2014
83378,53,2019
48148,36,2011
112415,22,2011
114115,42,2021
64774,40,2011
46364,39,2011
45753,34,2014
118305,25,2020
76098,31,2014
96098,41,2012
48731,34,2011
115275,31,2012
52221,45,2011
79132,42,2019
82128,60,2010
77274,61,2021
97921,20,2012
43278,19,2014
112416,38,2010
91841,55,2011
62421,23,2016
48151,56,2013
65358,40,2009
43,47,2012
6575,37,2011
33076,47,2012
102126,72,2020
17361,50,2019
106339,21,2016
46365,15,2019
113567,54,2011
4779,64,2018
100911,28,2014
46973,24,2021
68331,44,2014
77889,50,2012
4780,46,2017
118935,19,2016
96100,34,2010
93065,33,2011
111837,35,2010
109393,61,2008
4179,33,2011
90032,67,2017
62422,54,2016
40286,34,2010
39663,40,2009
66549,21,2012
31199,31,2011
31200,32,2016
42673,43,2014
83957,17,2015
24709,50,2009
44,32,2012
77277,44,2010
19804,39,2012
36691,51,2018
76684,34,2011
54581,18,2013
100263,27,2008
41493,22,2011
17984,34,2010
101488,40,2010
9038,27,2020
77278,52,2021
10840,16,2019
98528,60,2015
21695,30,2018
115278,39,2016
31201,17,2019
83380,33,2008
93714,37,2016
100264,37,2010
24711,34,2014
47554,35,2011
67159,29,2021
21696,60,2012
88229,39,2012
109967,43,2014
75494,26,2014
60030,58,2011
82747,27,2015
2425,63,2018
51066,50,2015
30593,25,2016
31841,34,2010
77892,40,2016
84561,23,2010
101489,17,2019
61817,23,2011
58186,68,2013
83381,15,2015
15025,38,2017
34923,38,2008
4180,33,2013
4181,20,2014
111200,32,2009
67160,48,2008
64775,15,2019
79133,51,2020
103292,52,2020
51067,19,2015
31203,21,2016
97924,55,2019
67736,45,2020
40289,15,2020
118306,27,2017
64184,32,2010
29977,46,2016
74295,41,2015
69597,14,2020
12011,66,2012
64185,31,2009
46367,34,2010
74296,35,2019
24714,40,2010
14399,53,2008
108788,38,2009
113569,20,2021
105156,19,2018
109969,23,2014
71351,56,2018
107547,43,2008
100913,47,2010
105157,44,2013
77280,36,2012
34321,29,2008
36112,45,2016
115279,48,2021
96102,23,2012
107548,54,2014
109971,29,2016
21699,24,2010
86443,27,2019
15027,35,2013
102744,15,2020
28286,41,2017
63034,36,2017
56373,45,2018
113570,14,2017
90035,29,2020
76101,36,2008
34924,58,2009
613,65,2014
70765,68,2020
117724,33,2008
51070,56,2020
12013,31,2019
106341,23,2012
118937,27,2011
7191,59,2013
55170,17,2018
108789,35,2011
45758,32,2009
36113,44,2015
35523,43,2012
89408,44,2011
54028,34,2021
19210,33,2011
42103,33,2014
69599,18,2012
46,53,2010
1216,14,2020
61818,34,2019
25895,24,2014
58809,37,2012
103925,35,2015
68334,25,2011
40866,34,2020
97356,32,2010
96103,15,2020
89411,37,2008
17985,29,2011
27681,37,2014
91844,32,2009
45761,33,2008
9615,33,2011
94320,23,2020
115280,36,2009
10238,18,2014
108185,22,2011
10843,43,2011
113010,56,2013
65360,36,2015
69600,59,2020
60031,40,2019
19806,33,2008
12014,22,2013
54587,56,2015
68970,68,2017
35525,16,2019
44487,50,2017
48154,36,2010
68971,53,2010
1835,39,2010
65361,40,2010
109973,51,2010
43849,44,2010
60032,31,2014
29401,43,2011
30599,43,2011
44488,17,2015
106943,31,2018
101492,27,2017
65363,21,2009
97357,16,2018
118308,71,2013
106944,43,2010
115893,42,2015
36696,31,2018
94321,47,2010
1218,32,2008
13199,48,2009
24717,33,2010
4183,27,2008
88234,53,2019
116526,32,2008
43851,38,2008
5396,31,2020
113573,26,2021
21700,18,2013
18606,16,2020
104529,38,2010
115895,37,2010
52226,49,2009
95527,31,2010
52798,18,2021
52799,31,2015
115896,49,2019
49320,26,2020
4185,31,2015
40867,27,2011
42104,38,2013
55782,16,2018
90040,40,2014
55783,31,2009
92457,45,2016
50531,15,2020
4784,28,2014
94323,32,2011
21081,35,2008
7819,36,2011
7820,32,2008
33078,40,2009
53410,19,2016
49322,65,2015
67738,40,2008
43852,30,2015
112420,35,2009
63645,39,2011
18609,63,2014
40293,75,2015
44490,44,2021
71933,20,2013
118940,15,2012
17364,20,2012
78482,38,2008
37869,41,2008
63646,40,2011
21701,22,2016
111839,43,2020
12613,31,2010
39059,61,2019
87605,50,2017
104531,41,2021
12614,33,2021
77283,32,2012
49323,26,2016
31846,16,2019
96106,34,2010
85220,37,2009
97930,36,2016
65970,50,2011
74902,23,2012
18611,32,2018
21702,32,2010
15622,47,2012
76691,36,2011
88237,39,2011
110562,21,2016
6578,46,2017
76692,23,2011
26473,71,2011
20417,51,2021
103927,44,2017
19808,23,2014
61212,36,2009
39061,64,2021
40869,47,2015
22926,41,2015
20418,35,2012
72500,47,2020
27686,21,2012
45123,33,2017
85822,27,2009
65364,24,2016
13201,20,2014
115899,18,2015
114714,38,2011
36698,49,2009
89412,15,2020
49324,66,2018
14404,36,2010
57002,37,2008
35528,38,2013
74904,34,2012
65365,42,2007
28868,38,2019
13794,20,2012
108188,40,2011
11451,30,2014
66555,51,2021
35529,31,2021
80944,33,2017
85224,38,2020
5993,31,2010
112423,26,2011
83385,44,2010
22927,55,2016
113575,36,2013
34326,35,2014
115282,43,2009
115901,27,2017
46371,36,2010
106947,43,2013
24720,36,2021
17988,25,2011
24721,43,2010
45763,54,2010
22319,47,2012
61213,35,2010
106948,22,2017
24085,31,2010
9618,26,2010
63648,33,2008
35530,34,2017
104532,34,2008
10241,61,2011
64781,34,2007
74302,34,2011
22929,27,2016
9619,53,2020
105767,43,2014
42107,34,2013
51073,22,2015
64782,42,2016
35531,25,2015
17368,33,2011
2430,15,2009
40870,32,2016
51074,46,2017
46372,37,2011
115284,19,2017
114124,56,2011
34928,41,2011
118942,46,2011
41495,24,2011
61821,40,2017
3061,17,2014
31849,42,2015
74303,29,2010
57582,30,2012
13796,46,2019
90043,22,2011
103302,39,2008
10846,32,2011
22320,30,2021
15623,34,2015
51674,36,2013
54588,66,2019
74304,36,2009
39062,72,2019
58812,19,2020
25310,18,2020
102748,34,2019
96721,45,2020
84570,25,2009
108792,28,2012
65366,29,2010
48737,47,2014
94950,22,2010
89415,19,2015
90044,36,2008
111208,34,2009
90045,37,2018
30603,15,2015
64783,22,2015
82141,40,2014
57005,41,2013
80948,72,2018
94327,60,2018
94951,55,2017
56377,23,2019
12015,38,2010
61822,40,2015
113013,35,2012
109979,41,2012
82752,31,2019
16212,33,2011
103931,39,2009
76694,34,2009
32473,17,2018
77894,23,2015
118310,17,2012
117131,38,2012
95534,47,2009
113576,35,2011
42112,15,2018
5995,35,2011
90657,35,2008
105161,23,2011
78485,25,2017
71935,59,2012
106344,50,2015
86450,28,2013
30604,26,2013
91846,36,2014
13203,31,2017
74905,31,2020
72503,34,2016
61823,34,2012
71936,19,2019
73122,17,2020
117132,35,2009
12615,21,2011
30605,47,2009
88845,37,2008
97360,19,2013
17369,15,2020
52229,58,2015
16793,41,2008
2432,28,2011
9621,21,2013
100919,38,2019
48160,31,2009
617,62,2010
49329,22,2010
76695,43,2009
37280,50,2013
27081,19,2013
43283,38,2012
15626,74,2018
45128,17,2021
12617,34,2008
119522,28,2011
16794,32,2011
110565,26,2010
60038,25,2019
5400,32,2017
77895,15,2020
59399,31,2021
40297,44,2009
63651,32,2010
29984,38,2008
73123,29,2008
61824,17,2010
44495,44,2021
118312,18,2017
38467,36,2010
113014,37,2017
57583,41,2016
82753,19,2014
19812,41,2012
12618,26,2010
32478,33,2011
9622,57,2014
55172,32,2010
73720,25,2017
88238,18,2017
25898,28,2013
70768,24,2015
4186,70,2012
52230,29,2014
39667,51,2014
19813,30,2011
109403,48,2021
34331,31,2016
91263,31,2011
60598,31,2020
37872,29,2009
102750,26,2010
103932,15,2020
111209,32,2013
24092,34,2008
1222,39,2017
99690,41,2012
43855,33,2008
96722,25,2014
109982,36,2021
67168,34,2018
15627,17,2012
105163,44,2010
111210,38,2012
618,14,2019
78486,33,2011
71364,52,2014
93719,41,2010
29985,40,2014
51075,22,2017
22931,34,2011
54590,59,2015
27691,33,2016
106346,18,2018
13797,20,2013
42681,29,2012
25899,21,2016
30607,29,2020
7822,31,2017
95537,16,2019
98536,27,2009
79720,57,2008
98537,20,2017
101500,48,2013
63040,33,2020
25311,16,2014
76109,34,2010
38469,41,2014
118315,22,2019
12020,26,2020
102754,56,2015
33081,40,2010
96109,48,2014
89417,29,2012
103933,58,2020
55,38,2010
87609,64,2016
86451,30,2010
22933,15,2015
12021,15,2013
117730,33,2010
42114,32,2020
41499,34,2010
88239,33,2014
82150,35,2010
7199,15,2020
107555,17,2019
90660,27,2009
57006,36,2017
49939,40,2009
31852,39,2015
53418,29,2010
115905,27,2010
6581,19,2016
49940,22,2012
28872,38,2019
42683,22,2017
114129,34,2009
4188,34,2009
71366,17,2015
54592,45,2013
68981,57,2021
43286,36,2012
43857,34,2014
85234,16,2018
29406,47,2013
106351,30,2009
7823,35,2012
83968,38,2009
17992,16,2018
28874,15,2015
27083,23,2018
24094,27,2011
95539,31,2015
80949,65,2018
65368,24,2011
14409,33,2010
41500,73,2008
117137,40,2018
82755,35,2016
87611,44,2009
68343,40,2010
49333,33,2010
77287,15,2017
67743,36,2010
97363,28,2019
74307,21,2018
9625,21,2014
78487,34,2013
90047,37,2016
8450,37,2010
96110,22,2020
49334,30,2010
29407,51,2020
20425,50,2016
7201,35,2016
73722,35,2008
57009,31,2010
68982,18,2015
64788,20,2016
25901,43,2020
66559,36,2008
8451,20,2014
24099,45,2011
54031,26,2010
74308,20,2011
86453,31,2010
93076,29,2015
100271,22,2012
85828,36,2007
42686,51,2018
48747,33,2008
103935,54,2014
7824,50,2021
24727,40,2015
60042,23,2014
77901,36,2012
49944,31,2010
115908,15,2016
104541,28,2011
60043,18,2019
54595,60,2019
60044,23,2015
28875,39,2018
118320,28,2015
93078,31,2019
6583,36,2013
36124,40,2011
68344,50,2011
72505,20,2020
20427,61,2020
4191,30,2011
101502,27,2014
109985,38,2016
117138,38,2015
25903,26,2018
107556,39,2012
40874,64,2016
51676,40,2017
106955,29,2010
105164,34,2012
82153,41,2020
8452,32,2014
64789,46,2010
29988,59,2017
58818,22,2014
19817,59,2017
98539,36,2019
26479,33,2011
79138,39,2007
100272,34,2011
89418,47,2015
10852,21,2021
61222,41,2011
18619,15,2017
106956,20,2011
8454,33,2011
102758,20,2009
60602,24,2010
54596,66,2017
113585,35,2011
64791,15,2019
117731,33,2011
51679,53,2010
63658,29,2011
60603,62,2010
101503,26,2012
80950,16,2019
68346,34,2020
47564,42,2015
109411,36,2011
13799,36,2016
85236,47,2009
117732,21,2012
66562,25,2015
21089,35,2010
111847,35,2014
10243,43,2014
65369,21,2017
17994,26,2010
45769,26,2011
39670,15,2010
98540,45,2021
98541,33,2018
82154,25,2010
83970,49,2014
30610,21,2011
25906,34,2010
115287,36,2010
85830,45,2018
98542,36,2010
52801,36,2013
17996,16,2017
77289,38,2013
47565,51,2020
58820,52,2008
43288,40,2016
75506,48,2021
81533,25,2014
84576,34,2014
3071,31,2017
63046,19,2018
73132,14,2019
43289,38,2012
104542,18,2021
108797,48,2012
17997,32,2010
60604,78,2020
54035,30,2012
100924,44,2015
78491,18,2018
103305,35,2010
116533,18,2019
119530,27,2012
85832,37,2019
55178,15,2016
9048,29,2010
28876,31,2018
5998,19,2011
58195,15,2020
16218,23,2016
104543,35,2019
18621,49,2011
34339,37,2017
99697,21,2020
95542,32,2014
22935,25,2009
73134,60,2012
105771,54,2013
70774,45,2010
75508,38,2019
42118,29,2008
51680,20,2015
70775,54,2015
27696,35,2012
52236,48,2013
60606,35,2010
57,26,2010
63047,39,2010
89422,28,2008
8456,55,2021
76698,19,2015
27088,49,2012
71370,70,2019
61828,72,2014
21092,36,2012
92465,40,2011
117140,27,2021
12625,33,2017
22937,21,2013
27698,43,2010
21093,23,2014
117735,19,2012
12626,18,2017
59409,62,2012
103306,15,2017
12026,42,2010
80350,41,2019
9626,40,2010
106354,33,2014
74911,50,2020
51681,30,2009
19214,28,2010
90664,37,2012
80351,14,2015
85240,26,2009
7204,25,2012
44500,75,2012
76113,32,2016
99082,27,2012
23523,16,2016
5409,33,2008
80953,17,2018
79726,34,2009
83395,36,2021
20431,45,2010
108196,26,2009
113588,42,2008
61829,36,2012
19822,63,2019
13210,37,2009
113017,45,2017
41502,49,2015
108798,25,2010
28293,57,2018
71372,34,2007
40303,18,2016
29411,41,2010
55180,38,2013
71373,48,2016
62437,36,2012
27091,34,2021
40304,41,2016
52802,23,2018
39067,61,2010
105773,29,2010
75511,25,2010
65371,66,2014
104544,41,2017
4793,33,2011
17372,19,2012
17373,15,2020
51682,59,2015
63660,27,2011
39068,21,2014
4195,35,2009
45133,28,2011
51081,22,2013
46989,42,2014
46382,24,2011
28294,56,2012
67174,15,2020
57589,24,2016
90050,32,2011
23524,30,2008
100275,36,2014
6585,24,2013
114135,35,2008
10857,37,2012
45771,47,2020
54600,16,2018
61223,31,2015
2437,52,2017
61831,68,2018
79139,63,2016
42688,20,2011
102760,67,2015
12027,36,2011
117142,32,2011
15638,32,2008
76114,33,2008
91854,42,2016
71374,38,2009
34937,34,2008
80354,59,2008
69606,36,2009
70776,50,2020
37288,36,2010
91855,15,2020
97366,16,2019
103941,46,2010
70176,70,2012
79140,16,2011
83973,58,2020
74310,30,2007
53426,20,2012
62,64,2018
34938,33,2010
3612,38,2010
7827,21,2016
111851,48,2009
45135,37,2008
33724,17,2017
87026,33,2010
57590,33,2014
106960,42,2010
64796,31,2009
44504,49,2015
5410,62,2017
5411,36,2008
102761,19,2013
44505,20,2013
87027,46,2020
113589,62,2017
14412,51,2021
58199,34,2014
7828,26,2011
45772,20,2014
61834,46,2011
44506,44,2013
47568,44,2011
58822,35,2008
52238,38,2010
89425,57,2020
77905,27,2012
31227,41,2012
40306,22,2011
36128,20,2017
8459,28,2012
25316,54,2014
118952,61,2020
18622,43,2020
108200,43,2015
103942,22,2015
13212,37,2011
105775,25,2018
54038,32,2010
100276,51,2016
31853,25,2015
117737,21,2021
21713,23,2012
118953,40,2015
117738,15,2015
28882,32,2011
78496,32,2011
84579,45,2009
22943,22,2012
78497,40,2014
112428,39,2013
28883,61,2021
91274,40,2008
27093,49,2015
115914,21,2012
39072,28,2009
111853,29,2021
74917,33,2009
33727,64,2010
28296,57,2014
105170,62,2019
6587,21,2018
40308,15,2020
24103,21,2019
92466,48,2014
37881,21,2020
87028,57,2010
115916,67,2014
113590,38,2020
37290,56,2010
21097,22,2015
71943,46,2010
119533,41,2010
108202,47,2009
51083,31,2010
86458,37,2008
77908,33,2010
42126,22,2018
103945,35,2008
103946,25,2020
109415,17,2018
65982,57,2020
29415,35,2009
90053,35,2013
119534,23,2010
109990,22,2012
1845,46,2015
107563,30,2010
34346,35,2008
58202,70,2016
109416,70,2014
100278,23,2020
2440,39,2013
94958,35,2010
46992,39,2011
89427,44,2016
116536,24,2009
82159,47,2019
24736,20,2016
73727,43,2013
93084,31,2009
77295,20,2012
118955,22,2012
52241,46,2017
12030,38,2011
76704,31,2011
43866,39,2008
15039,41,2011
45774,19,2012
85245,21,2012
116537,41,2019
42689,20,2017
113591,16,2019
115293,36,2016
46386,55,2016
49951,15,2016
109417,43,2011
115294,15,2021
95547,47,2010
51084,21,2010
79142,36,2016
54042,31,2014
71945,33,2009
117740,21,2016
9629,38,2012
49344,35,2011
44509,17,2018
106964,17,2016
85839,45,2013
106358,38,2010
69608,23,2015
29417,31,2008
100280,47,2015
20438,40,2017
19217,34,2018
68349,35,2012
14413,36,2010
71948,22,2015
94339,35,2008
109992,15,2012
28887,51,2013
38476,37,2009
117147,52,2009
9053,29,2009
100281,33,2009
13215,43,2015
79728,35,2015
12031,35,2011
87619,20,2012
104546,25,2010
81539,33,2010
96731,48,2012
53431,41,2013
22945,37,2018
118956,44,2015
11470,21,2015
37291,48,2019
8460,54,2014
67756,37,2014
105171,48,2013
74313,39,2010
55789,30,2011
16801,31,2012
24739,40,2008
99088,31,2009
57014,26,2019
28888,19,2012
42129,38,2012
100930,23,2014
37885,38,2014
48167,33,2012
94341,18,2009
40881,33,2008
65,33,2008
66569,34,2015
94343,41,2010
23531,31,2014
3079,21,2018
57015,48,2019
65374,27,2014
105777,24,2011
115296,66,2013
58204,20,2020
60049,33,2021
74919,31,2018
84583,17,2018
12032,28,2009
1230,47,2021
70780,40,2013
54605,44,2010
104548,39,2014
45139,43,2018
61840,22,2011
27095,63,2012
114140,46,2009
99089,25,2013
15041,33,2012
6007,39,2015
96733,27,2019
96120,17,2018
83404,34,2012
6008,43,2020
16802,25,2011
96734,39,2009
39074,30,2009
114721,22,2012
22948,33,2020
64199,20,2021
51085,25,2018
101515,19,2019
11473,26,2016
73730,49,2015
55791,41,2011
28297,51,2013
117149,36,2012
33087,32,2020
114141,29,2021
12634,46,2012
22330,22,2019
18627,35,2008
65375,16,2019
81543,33,2011
10863,22,2018
50550,24,2012
97938,54,2018
22331,15,2019
12034,34,2014
58206,37,2010
103951,39,2017
71953,21,2016
100935,45,2019
1848,58,2019
81545,48,2013
96122,21,2020
90668,30,2012
31231,39,2017
82765,33,2012
3615,69,2011
68992,20,2015
30616,61,2018
114722,48,2019
29419,46,2015
9055,38,2010
108801,49,2011
23534,34,2011
40886,41,2008
45142,28,2011
44510,21,2020
24740,19,2013
68353,35,2021
83978,49,2010
15043,40,2008
21106,29,2014
37887,41,2010
54607,59,2018
108803,33,2007
9633,35,2011
38478,33,2018
21717,22,2016
33089,36,2011
34943,31,2015
82766,29,2008
38479,62,2014
31232,58,2013
32486,31,2009
83405,47,2018
19828,17,2017
18002,36,2014
81547,29,2012
32488,39,2017
5416,32,2011
78505,31,2008
48752,43,2010
53433,27,2009
72516,44,2015
66,37,2009
46995,48,2021
103312,17,2019
21718,37,2010
105778,18,2014
34944,35,2011
104551,35,2017
50551,39,2011
60614,62,2015
4200,30,2010
97941,38,2012
66571,19,2019
94960,61,2020
49956,32,2011
106362,34,2016
37888,34,2016
106363,47,2010
40887,16,2019
55184,32,2009
93088,14,2018
76709,30,2017
39077,27,2011
86463,35,2008
18003,30,2010
52244,35,2021
62446,17,2017
66573,15,2015
119541,16,2016
103953,31,2009
99702,38,2010
92471,21,2016
626,47,2018
118331,27,2010
28891,45,2015
109995,65,2014
42696,15,2017
118957,29,2014
62447,21,2012
3616,33,2008
39678,46,2019
44511,38,2015
17376,37,2011
31858,47,2010
1851,26,2016
64200,32,2009
88860,37,2009
74921,34,2010
51088,40,2014
106966,25,2012
13220,67,2014
117744,56,2020
93091,23,2011
99091,42,2012
118332,26,2011
44512,46,2012
55792,72,2015
64201,32,2010
114143,31,2014
114144,14,2021
49957,33,2008
54045,22,2020
14417,47,2010
48755,63,2012
16221,35,2018
71379,21,2020
105780,45,2010
88861,43,2010
15047,64,2011
79147,33,2015
55793,30,2011
51688,62,2012
99705,31,2015
28892,36,2010
29421,59,2012
21719,50,2017
67179,49,2010
61841,40,2015
117155,33,2010
24742,22,2011
46390,18,2016
62449,17,2018
74318,40,2014
13807,33,2007
9057,35,2012
64202,61,2021
1852,37,2018
51089,37,2016
27099,15,2020
116541,15,2020
99706,37,2012
55187,55,2015
100938,26,2018
86464,33,2011
93730,34,2007
59417,37,2012
70181,19,2019
28893,34,2008
39680,21,2011
119542,20,2013
628,57,2016
35543,42,2009
7213,43,2018
3617,38,2020
2445,43,2010
5422,38,2019
12638,64,2020
80964,35,2010
58210,18,2017
93092,16,2020
96738,30,2009
97371,20,2018
46998,36,2015
106968,42,2014
88255,18,2020
100286,45,2015
35544,37,2011
116542,19,2014
30001,52,2015
95553,16,2019
37890,39,2012
28299,46,2011
46391,59,2014
1854,36,2010
94352,21,2018
94962,16,2019
87625,19,2011
114725,52,2018
54048,18,2013
52812,24,2010
28300,33,2010
87033,22,2018
113024,38,2013
16223,64,2010
46392,42,2020
55795,21,2019
44516,67,2014
101523,30,2008
45147,32,2012
23540,30,2009
15048,17,2015
90061,19,2014
27711,29,2014
71958,48,2012
55189,42,2012
100287,31,2016
10868,27,2018
79152,22,2013
43298,28,2009
24109,56,2015
39082,45,2021
115925,37,2015
48171,39,2011
18005,20,2021
4202,17,2015
107572,21,2021
16810,29,2009
109426,22,2012
37294,16,2019
78508,23,2013
629,32,2014
119544,17,2016
55796,38,2010
50554,19,2019
70182,19,2020
85846,37,2020
8465,35,2008
24744,47,2013
53435,18,2017
3083,34,2018
16811,42,2013
83980,43,2019
36714,29,2009
69617,39,2012
71959,20,2011
86466,25,2012
630,24,2018
60054,51,2013
106969,35,2009
90063,39,2018
87626,35,2010
21721,46,2016
102149,15,2016
42134,89,2019
90064,33,2009
113025,19,2012
46394,27,2009
105784,31,2011
62452,36,2017
96124,46,2019
43869,19,2020
17379,45,2018
19221,16,2014
12639,60,2013
64205,21,2021
54050,23,2019
31236,37,2012
31237,41,2014
94353,49,2017
77299,19,2014
65995,43,2013
97943,33,2008
22336,42,2011
88256,49,2012
102150,41,2014
22953,38,2009
24746,29,2017
103955,50,2015
109997,34,2009
31863,41,2016
92473,28,2019
77913,29,2016
108806,16,2017
115927,37,2012
49353,58,2021
50555,45,2010
74926,29,2013
82768,28,2012
6016,62,2018
35548,22,2018
97946,39,2014
28898,32,2018
78511,39,2009
70,32,2012
75524,18,2016
80362,43,2008
20443,36,2018
50556,35,2018
1856,35,2012
31238,19,2016
111227,43,2011
99092,41,2018
24748,28,2009
58828,34,2009
78512,62,2020
99093,32,2020
61233,21,2020
86467,62,2014
77914,32,2016
34360,33,2011
48759,16,2012
50557,32,2009
63060,33,2009
60056,64,2009
7219,21,2016
96127,31,2009
88867,44,2017
112435,21,2011
16813,15,2020
49355,33,2021
90671,52,2018
62455,18,2014
25324,18,2021
75525,32,2008
49356,23,2009
77915,24,2009
35550,34,2009
7221,52,2015
71,15,2018
109998,66,2014
102153,45,2012
53437,33,2009
99709,24,2019
100289,17,2014
91860,39,2011
49357,50,2014
73147,32,2012
43872,21,2013
